"","County","CountyCode","Deaths","Population","Crude","ageadjustedrate","PCT_CVD_death","Quintiles"
"2719","Mitchell County, TX",48335,173,20351,850.1,"827.3",4.1772,"5"
"2720","Hidalgo County, NM",35023,71,13036,544.6,"504.6",4.1777,"5"
"2721","Cameron County, PA",42023,114,16513,690.4,"559.4",4.1809,"5"
"2722","Swisher County, TX",48437,154,19186,802.7,"669.6",4.1838,"5"
"2723","Wahkiakum County, WA",53069,88,14473,608,"548.7",4.2009,"5"
"2724","Bailey County, TX",48017,102,15575,654.9,"609.6",4.2048,"5"
"2725","Brown County, IL",17009,104,15727,661.3,"674",4.2049,"5"
"2726","Lincoln County, NV",32017,86,14301,601.4,"636",4.2053,"5"
"2727","Jeff Davis County, TX",48243,31,8577,361.4,"364.1",4.2136,"5"
"2728","Crittenden County, KY",21055,292,26319,1109.5,"1074.3",4.2156,"5"
"2729","Wrangell-Petersburg Census Area, AK",2280,83,14018,592.1,"793.6",4.2239,"5"
"2730","Putnam County, MO",29171,95,14997,633.5,"535.3",4.2242,"5"
"2731","Power County, ID",16077,130,17512,742.3,"853.4",4.2388,"5"
"2732","Ochiltree County, TX",48357,179,20538,871.6,"1020.7",4.2438,"5"
"2733","Atkinson County, GA",13003,133,17691,751.8,"988.7",4.2496,"5"
"2734","Chouteau County, MT",30015,111,16152,687.2,"608.7",4.2546,"5"
"2735","LaMoure County, ND",38045,80,13700,583.9,"408.3",4.262,"5"
"2736","Carroll County, MO",29033,286,25885,1104.9,"937.6",4.2685,"5"
"2737","Russell County, KS",20167,199,21504,925.4,"676.9",4.3034,"5"
"2738","Sargent County, ND",38081,60,11807,508.2,"480.7",4.3042,"5"
"2739","Lee County, KY",21129,182,20549,885.7,"1065",4.3102,"5"
"2740","Washington County, CO",8121,87,14186,613.3,"502.6",4.3233,"5"
"2741","Clark County, MO",29045,172,19873,865.5,"803.1",4.3552,"5"
"2742","Washington County, KS",20201,136,17656,770.3,"531.1",4.3628,"5"
"2743","Stevens County, KS",20189,72,12835,561,"489.5",4.3709,"5"
"2744","Grant County, MN",27051,150,18456,812.7,"585.7",4.4034,"5"
"2745","Ottawa County, KS",20143,131,17238,759.9,"747.7",4.4083,"5"
"2746","Guadalupe County, NM",35019,67,12315,544.1,"536.8",4.4182,"5"
"2747","Madison Parish, LA",22065,321,26945,1191.3,"1279.2",4.4212,"5"
"2748","Monroe County, AR",5095,244,23491,1038.7,"970.1",4.4217,"5"
"2749","Wheeler County, TX",48483,94,14561,645.6,"657.1",4.4338,"5"
"2750","Caldwell Parish, LA",22021,298,25913,1150,"1207.8",4.4379,"5"
"2751","Walworth County, SD",46129,129,17032,757.4,"546.6",4.4469,"5"
"2752","Menifee County, KY",21165,135,17419,775,"842.5",4.4492,"5"
"2753","Caribou County, ID",16029,134,17350,772.3,"735.9",4.4513,"5"
"2754","Dallas County, AR",5039,233,22856,1019.4,"933.8",4.4601,"5"
"2755","Todd County, SD",46121,95,14563,652.3,"784.6",4.4792,"5"
"2756","Schley County, GA",13249,63,11858,531.3,"615.1",4.4805,"5"
"2757","Alexander County, IL",17003,214,21849,979.4,"942",4.4826,"5"
"2758","Brule County, SD",46015,93,14404,645.7,"513.6",4.4828,"5"
"2759","East Carroll Parish, LA",22035,133,17219,772.4,"811.4",4.4857,"5"
"2760","McHenry County, ND",38049,126,16743,752.6,"623.2",4.495,"5"
"2761","Buena Vista city, VA",51530,123,16513,744.9,"700",4.511,"5"
"2762","Scott County, IL",17171,102,15036,678.4,"629.9",4.5118,"5"
"2763","Atchison County, MO",29005,135,17266,781.9,"636",4.5286,"5"
"2764","Scotland County, MO",29199,72,12599,571.5,"451.1",4.5361,"5"
"2765","Taylor County, IA",19173,153,18352,833.7,"604.3",4.5428,"5"
"2766","Stark County, IL",17175,144,17795,809.2,"646.4",4.5473,"5"
"2767","Hyde County, NC",37095,116,15934,728,"732.8",4.5688,"5"
"2768","Lynn County, TX",48305,103,14998,686.8,"688",4.5793,"5"
"2769","Beaver County, UT",49001,88,13852,635.3,"666.7",4.5863,"5"
"2770","Hamilton County, IL",17065,266,24076,1104.8,"897.1",4.5888,"5"
"2771","Franklin city, VA",51620,236,22636,1042.6,"893.6",4.6059,"5"
"2772","Bear Lake County, ID",16007,120,16122,744.3,"679",4.6167,"5"
"2773","Blaine County, MT",30005,112,15566,719.5,"707.3",4.6223,"5"
"2774","Hot Springs County, WY",56017,115,15768,729.3,"649.8",4.6252,"5"
"2775","Greenwood County, KS",20073,197,20632,954.8,"784.7",4.6278,"5"
"2776","Gray County, KS",20069,89,13843,642.9,"629.1",4.6442,"5"
"2777","Denali Borough, AK",2068,12,5082,236.1,"(Unreliable)",4.6458,"5"
"2778","Mitchell County, KS",20123,166,18900,878.3,"635.3",4.6471,"5"
"2779","Musselshell County, MT",30065,109,15299,712.5,"767.4",4.6572,"5"
"2780","Galax city, VA",51640,176,19388,907.8,"717.5",4.6823,"5"
"2781","Gallatin County, KY",21077,199,20580,967,"1323.4",4.6987,"5"
"2782","Garza County, TX",48169,91,13909,654.3,"767.2",4.7041,"5"
"2783","Winkler County, TX",48495,122,16050,760.1,"905.9",4.7358,"5"
"2784","Boone County, NE",31011,130,16559,785.1,"533.4",4.7412,"5"
"2785","Calhoun County, AR",5013,116,15629,742.2,"729.5",4.7489,"5"
"2786","Pope County, IL",17151,91,13816,658.7,"655.3",4.7677,"5"
"2787","Hancock County, TN",47067,178,19276,923.4,"958.5",4.7904,"5"
"2788","Webster County, MS",28155,334,26396,1265.3,"1324.1",4.7935,"5"
"2789","Lincoln County, ID",16063,57,10904,522.7,"547.2",4.7937,"5"
"2790","Highland County, VA",51091,37,8776,421.6,"386.2",4.804,"5"
"2791","Lewis County, ID",16061,72,12241,588.2,"542.1",4.8052,"5"
"2792","Alfalfa County, OK",40003,143,17196,831.6,"789.7",4.836,"5"
"2793","Toole County, MT",30101,98,14258,687.3,"652",4.8205,"5"
"2794","Dixon County, NE",31051,133,16607,800.9,"647.7",4.8227,"5"
"2795","Lincoln County, MN",27081,158,18071,874.3,"545.7",4.8381,"5"
"2796","Sullivan County, MO",29211,159,18127,877.1,"820.8",4.8386,"5"
"2797","Lake of the Woods County, MN",27077,89,13549,656.9,"640.2",4.8483,"5"
"2798","Florence County, WI",55037,124,16008,774.6,"790.7",4.8388,"5"
"2799","Sutton County, TX",48435,51,10250,497.6,"553.2",4.8546,"5"
"2800","San Saba County, TX",48411,133,16536,804.3,"652.8",4.8639,"5"
"2801","Webster County, GA",13307,29,7697,376.8,"360.4",4.8954,"5"
"2802","Humphreys County, MS",28053,228,21534,1058.8,"1103.2",4.9169,"5"
"2803","Hutchinson County, SD",46067,247,22387,1103.3,"610.4",4.9283,"5"
"2804","Franklin County, MS",28037,227,21459,1057.8,"1028",4.9294,"5"
"2805","Jefferson County, MS",28063,179,19055,939.4,"983.1",4.9299,"5"
"2806","Rooks County, KS",20163,113,15135,746.6,"575.4",4.9329,"5"
"2807","Ellsworth County, KS",20053,175,18767,932.5,"724.5",4.9688,"5"
"2808","Johnson County, NE",31097,107,14633,731.2,"611",4.9969,"5"
"2809","Deuel County, SD",46039,82,12803,640.5,"523",5.0027,"5"
"2810","Fillmore County, NE",31059,166,18178,913.2,"643.3",5.0237,"5"
"2811","Carson County, TX",48065,145,16985,853.7,"839",5.0262,"5"
"2812","Claiborne County, MS",28021,233,21530,1082.2,"1083.8",5.0265,"5"
"2813","Wade Hampton Census Area, AK",2270,56,10553,530.7,"897",5.0289,"5"
"2814","Columbia County, WA",53013,91,13445,676.8,"552",5.0338,"5"
"2815","Wayne County, IA",19185,186,19196,969,"724.1",5.0479,"5"
"2816","Woodruff County, AR",5147,220,20852,1055.1,"984.7",5.0599,"5"
"2817","Floyd County, TX",48153,128,15882,805.9,"678.4",5.0743,"5"
"2818","Dallam County, TX",48111,91,13373,680.5,"868.9",5.0886,"5"
"2819","Dunn County, ND",38025,60,10843,553.4,"537.5",5.1038,"5"
"2820","Nicholas County, KY",21181,184,18954,970.8,"993.7",5.1219,"5"
"2821","Treutlen County, GA",13283,139,16474,843.8,"863.3",5.122,"5"
"2822","Costilla County, CO",8023,72,11848,607.7,"619.4",5.1291,"5"
"2823","Lake County, TN",47095,179,18675,958.5,"997",5.1325,"5"
"2824","Kidder County, ND",38043,30,7625,393.4,"342.1",5.1593,"5"
"2825","Baker County, GA",13007,47,9520,493.7,"509.8",5.1859,"5"
"2826","Phillips County, KS",20147,146,16750,871.6,"706.5",5.2036,"5"
"2827","Tunica County, MS",28143,244,21475,1136.2,"1337.9",5.2908,"5"
"2828","Warren County, GA",13301,145,16649,870.9,"834.3",5.2309,"5"
"2829","Tripp County, SD",46123,150,16831,891.2,"646.3",5.295,"5"
"2830","Wolfe County, KY",21237,212,20009,1059.5,"1180.2",5.2951,"5"
"2831","Morrill County, NE",31123,104,13962,744.9,"623",5.3352,"5"
"2832","Quitman County, MS",28119,209,19809,1055.1,"1101",5.3264,"5"
"2833","Mahnomen County, MN",27087,100,13686,730.7,"665.8",5.339,"5"
"2834","Harper County, KS",20077,159,17297,919.2,"675.9",5.3142,"5"
"2835","Day County, SD",46037,177,18144,975.5,"706.1",5.3764,"5"
"2836","Covington city, VA",51580,145,16398,884.3,"804.8",5.3927,"5"
"2837","Osceola County, IA",19143,186,18533,1003.6,"755.3",5.4152,"5"
"2838","Haskell County, TX",48207,161,17217,935.1,"725.9",5.4313,"5"
"2839","Sierra County, CA",6091,70,11339,617.3,"656",5.444,"5"
"2840","Brooks County, TX",48047,178,18056,985.8,"924.5",5.4597,"5"
"2841","Gentry County, MO",29075,196,18913,1036.3,"772.5",5.4793,"5"
"2842","Benson County, ND",38005,118,14666,804.6,"860.3",5.4862,"5"
"2843","Woods County, OK",40151,247,21170,1166.7,"911.8",5.5111,"5"
"2844","Pulaski County, IL",17153,166,17355,956.5,"891.4",5.5114,"5"
"2845","Hardeman County, TX",48197,73,11506,634.5,"567.4",5.5145,"5"
"2846","Big Stone County, MN",27011,164,17211,952.9,"619.1",5.5366,"5"
"2847","Wilkin County, MN",27167,196,18790,1043.1,"874.7",5.5514,"5"
"2848","Delta County, TX",48119,132,15398,857.3,"820",5.5676,"5"
"2849","Bath County, VA",51017,133,15442,861.3,"842",5.5776,"5"
"2850","Kittson County, MN",27069,120,14659,818.6,"583.4",5.5843,"5"
"2851","Mills County, TX",48333,128,15128,846.1,"649",5.5929,"5"
"2852","Miller County, GA",13201,154,16560,930,"786",5.6159,"5"
"2853","Nuckolls County, NE",31129,123,14789,831.7,"567.4",5.6238,"5"
"2854","Holt County, MO",29087,125,14901,838.9,"589",5.6298,"5"
"2855","Thurston County, NE",31173,111,14017,791.9,"764.6",5.6496,"5"
"2856","Frontier County, NE",31063,36,7980,451.1,"387.3",5.6529,"5"
"2857","Hamlin County, SD",46057,120,14569,823.7,"613.1",5.6538,"5"
"2858","Jefferson County, OK",40067,185,18075,1023.5,"937.1",5.6625,"5"
"2859","Menominee County, WI",55078,50,9392,532.4,"699.9",5.6687,"5"
"2860","Union County, NM",35059,84,12164,690.6,"604.6",5.6774,"5"
"2861","Clinch County, GA",13065,152,16354,929.4,"1120.9",5.683,"5"
"2862","Republic County, KS",20157,165,17021,969.4,"669.3",5.6953,"5"
"2863","Calhoun County, GA",13037,140,15667,893.6,"934.1",5.7037,"5"
"2864","Scott County, KS",20171,103,13431,766.9,"636.4",5.7099,"5"
"2865","Nance County, NE",31125,70,11052,633.4,"518.3",5.7311,"5"
"2866","Ringgold County, IA",19159,139,15548,894,"559",5.7499,"5"
"2867","Calhoun County, IL",17013,136,15327,887.3,"760.2",5.7891,"5"
"2868","Norton County, KS",20137,150,16067,933.6,"757",5.8107,"5"
"2869","Roger Mills County, OK",40129,60,10139,591.8,"533",5.8369,"5"
"2870","Barber County, KS",20007,125,14589,856.8,"716.7",5.8729,"5"
"2871","Fulton County, KY",21075,204,18624,1095.4,"1006.4",5.8817,"5"
"2872","Shelby County, MO",29205,189,17883,1056.9,"826.2",5.9101,"5"
"2873","Haines Borough, AK",2100,39,8120,480.3,"640.9",5.915,"5"
"2874","Chase County, NE",31029,79,11554,683.7,"500.6",5.9174,"5"
"2875","Edmunds County, SD",46045,90,12330,729.9,"531.9",5.9197,"5"
"2876","Red Lake County, MN",27125,78,11468,680.2,"655.1",5.9313,"5"
"2877","Sheridan County, NE",31161,164,16596,988.2,"662.4",5.9544,"5"
"2878","Schleicher County, TX",48413,35,7663,456.7,"565.6",5.9598,"5"
"2879","La Salle County, TX",48283,118,14051,839.8,"868.9",5.9768,"5"
"2880","Kingsbury County, SD",46077,154,16037,960.3,"668.8",5.988,"5"
"2881","Martin County, TX",48317,72,10959,657,"723.3",5.9951,"5"
"2882","Carlisle County, KY",21039,123,14304,859.9,"738",6.0116,"5"
"2883","Hickman County, KY",21105,130,14687,885.1,"740.5",6.0264,"5"
"2884","Furnas County, NE",31065,145,15492,936,"686.7",6.0418,"5"
"2885","Cavalier County, ND",38019,111,13495,822.5,"582.3",6.0948,"5"
"2886","Childress County, TX",48075,147,15511,947.7,"827.5",6.1099,"5"
"2887","Gallatin County, IL",17059,163,16319,998.8,"942.8",6.1205,"5"
"2888","Sweet Grass County, MT",30097,80,11427,700.1,"511.6",6.1267,"5"
"2889","Haskell County, KS",20081,54,9388,575.2,"673.3",6.127,"5"
"2890","Cumberland County, KY",21057,245,19989,1225.7,"1155.3",6.1319,"5"
"2891","Thayer County, NE",31169,179,17077,1048.2,"641.9",6.1381,"5"
"2892","Hansford County, TX",48195,101,12826,787.5,"778.1",6.1399,"5"
"2893","Kimble County, TX",48267,139,15032,924.7,"827.5",6.1515,"5"
"2894","Polk County, NE",31143,158,16017,986.5,"691.1",6.1591,"5"
"2895","Phillips County, MT",30071,109,13302,819.4,"682.4",6.16,"5"
"2896","Kinney County, TX",48271,70,10655,657,"550",6.1661,"5"
"2897","Stewart County, GA",13259,121,13986,865.2,"822.2",6.1862,"5"
"2898","Tyrrell County, NC",37177,86,11776,730.3,"727.5",6.2016,"5"
"2899","Ransom County, ND",38073,164,16248,1009.4,"668.2",6.2125,"5"
"2900","Cotton County, OK",40033,174,16709,1041.4,"1028.7",6.2326,"5"
"2901","Crosby County, TX",48107,147,15355,957.3,"844.8",6.2345,"5"
"2902","Hardin County, IL",17069,112,13381,837,"828",6.2551,"5"
"2903","Meade County, KS",20119,82,11413,718.5,"516.5",6.2955,"5"
"2904","Baylor County, TX",48023,85,11601,732.7,"589.5",6.3158,"5"
"2905","Mineral County, NV",32021,154,15505,993.2,"943.7",6.4057,"5"
"2906","Marshall County, SD",46091,117,13489,867.4,"699.9",6.4304,"5"
"2907","McCook County, SD",46087,160,15757,1015.4,"794",6.4441,"5"
"2908","Sherman County, NE",31163,67,10176,658.4,"480.7",6.4701,"5"
"2909","Schuyler County, MO",29197,96,12164,789.2,"657",6.488,"5"
"2910","Kimball County, NE",31105,86,11508,747.3,"574.5",6.4937,"5"
"2911","Jim Hogg County, TX",48247,99,12333,802.7,"881",6.5086,"5"
"2912","Kearny County, KS",20093,54,9106,593,"561.5",6.5122,"5"
"2913","Phillips County, CO",8095,100,12387,807.3,"514.7",6.5173,"5"
"2914","Grant County, OK",40053,120,13497,889.1,"741.4",6.5874,"5"
"2915","Dickey County, ND",38021,147,14935,984.3,"629.3",6.5906,"5"
"2916","Rich County, UT",49033,20,5486,364.6,"372.3",6.646,"5"
"2917","Greer County, OK",40055,170,15956,1065.4,"869.3",6.6771,"5"
"2918","Concho County, TX",48095,73,10430,699.9,"740.2",6.7105,"5"
"2919","Sherman County, OR",41055,22,5715,385,"325.1",6.7367,"5"
"2920","Sully County, SD",46119,13,4379,296.9,"(Unreliable)",6.7801,"5"
"2921","Wells County, ND",38103,151,14918,1012.2,"622.9",6.7851,"5"
"2922","Lyman County, SD",46085,58,9238,627.8,"679.5",6.7958,"5"
"2923","Stafford County, KS",20185,119,13182,902.7,"683.2",6.848,"5"
"2924","Jewell County, KS",20089,81,10875,744.8,"570.9",6.8487,"5"
"2925","Coke County, TX",48081,82,10877,753.9,"636.2",6.9311,"5"
"2926","Crane County, TX",48103,70,10030,697.9,"779.8",6.9581,"5"
"2927","Echols County, GA",13101,45,8027,560.6,"714",6.9839,"5"
"2928","Jackson County, CO",8057,14,4475,312.8,"(Unreliable)",6.9899,"5"
"2929","Hitchcock County, NE",31087,61,9281,657.3,"531.2",7.0822,"5"
"2930","Dewey County, SD",46041,79,10557,748.3,"853.3",7.0882,"5"
"2931","Oneida County, ID",16071,91,11316,804.2,"646.1",7.1068,"5"
"2932","Harlan County, NE",31083,93,11349,819.5,"663.6",7.2209,"5"
"2933","Mercer County, MO",29129,87,10949,794.6,"651.3",7.2573,"5"
"2934","Tensas Parish, LA",22107,154,14563,1057.5,"996.6",7.2616,"5"
"2935","Valley County, NE",31175,126,13167,956.9,"694.2",7.2674,"5"
"2936","Lincoln County, KS",20105,71,9851,720.7,"509.2",7.316,"5"
"2937","Hanson County, SD",46061,45,7834,574.4,"683.1",7.3321,"5"
"2938","Oliver County, ND",38065,25,5834,428.5,"446.9",7.3449,"5"
"2939","Knox County, MO",29103,103,11840,869.9,"749.2",7.3471,"5"
"2940","Crockett County, TX",48105,66,9473,696.7,"763.9",7.3546,"5"
"2941","Daniels County, MT",30019,26,5922,439,"313.4",7.413,"5"
"2942","Keweenaw County, MI",26083,47,7961,590.4,"599.5",7.4162,"5"
"2943","Gregory County, SD",46053,136,13541,1004.4,"685.5",7.4175,"5"
"2944","Jackson County, SD",46071,35,6854,510.7,"465.5",7.4511,"5"
"2945","Adams County, IA",19003,113,12309,918,"762.2",7.458,"5"
"2946","Norton city, VA",51720,77,10124,760.6,"783.6",7.5128,"5"
"2947","Hemphill County, TX",48211,59,8838,667.6,"658.5",7.5537,"5"
"2948","Faulk County, SD",46049,42,7444,564.2,"383",7.5793,"5"
"2949","Butte County, ID",16023,47,7858,598.1,"592.2",7.6114,"5"
"2950","Smith County, KS",20183,131,13113,999,"629.1",7.6184,"5"
"2951","Sharkey County, MS",28125,126,12799,984.5,"969.8",7.692,"5"
"2952","Sheridan County, MT",30091,103,11565,890.6,"663.9",7.7008,"5"
"2953","Owsley County, KY",21189,131,13037,1004.8,"1047.4",7.7073,"5"
"2954","Liberty County, MT",30051,37,6925,534.3,"402.1",7.7155,"5"
"2955","Ellis County, OK",40045,111,11991,925.7,"791.7",7.72,"5"
"2956","Perkins County, SD",46105,73,9707,752,"491.3",7.747,"5"
"2957","Garfield County, WA",53023,43,7446,577.5,"420.5",7.7558,"5"
"2958","Fisher County, TX",48151,112,11982,934.7,"819.6",7.8009,"5"
"2959","Webster County, NE",31181,110,11859,927.6,"638.4",7.8219,"5"
"2960","Emmons County, ND",38029,117,12222,957.3,"665.8",7.8326,"5"
"2961","Gosper County, NE",31073,30,6181,485.4,"425.2",7.8531,"5"
"2962","Chautauqua County, KS",20019,108,11635,928.2,"711.7",7.9777,"5"
"2963","Alpine County, CA",6003,11,3697,297.5,"(Unreliable)",8.0471,"5"
"2964","Steele County, ND",38091,34,6498,523.2,"452",8.0517,"5"
"2965","Perkins County, NE",31135,61,8695,701.6,"499.6",8.069,"5"
"2966","Pierce County, ND",38069,149,13587,1096.6,"711.6",8.071,"5"
"2967","Rush County, KS",20165,93,10731,866.6,"604",8.0757,"5"
"2968","Real County, TX",48385,110,11662,943.2,"869",8.0878,"5"
"2969","Lexington city, VA",51678,128,12569,1018.4,"674.1",8.1025,"5"
"2970","Donley County, TX",48129,88,10416,844.9,"696.5",8.1116,"5"
"2971","Cochran County, TX",48079,43,7260,592.3,"625.5",8.1584,"5"
"2972","Edwards County, TX",48137,32,6239,512.9,"496.7",8.2209,"5"
"2973","Hand County, SD",46059,101,11064,912.9,"540.5",8.2511,"5"
"2974","Decatur County, KS",20039,87,10213,851.9,"567.3",8.3413,"5"
"2975","Shackelford County, TX",48417,77,9600,802.1,"761.2",8.3552,"5"
"2976","Niobrara County, WY",56027,48,7559,635,"599.9",8.4006,"5"
"2977","Lipscomb County, TX",48295,58,8277,700.7,"676.4",8.4656,"5"
"2978","Dewey County, OK",40043,153,13390,1142.6,"972.6",8.5332,"5"
"2979","Morton County, KS",20129,58,8252,702.9,"542.6",8.5179,"5"
"2980","Sioux County, NE",31165,15,4187,358.3,"(Unreliable)",8.5574,"5"
"2981","Judith Basin County, MT",30045,41,6905,593.8,"587.4",8.5996,"5"
"2982","Brown County, NE",31017,84,9860,851.9,"604.2",8.64,"5"
"2983","Franklin County, NE",31061,96,10530,911.7,"692.4",8.6581,"5"
"2984","Clark County, SD",46025,104,10951,949.7,"671.2",8.6723,"5"
"2985","Foster County, ND",38031,94,10408,903.2,"597.6",8.6779,"5"
"2986","Adams County, ND",38001,55,7952,691.6,"506.5",8.6972,"5"
"2987","Ness County, KS",20135,86,9936,865.5,"582.1",8.7107,"5"
"2988","Chase County, KS",20017,62,8427,735.7,"622",8.7303,"5"
"2989","Culberson County, TX",48109,31,5953,520.7,"531.7",8.7469,"5"
"2990","Baca County, CO",8009,125,11937,1047.2,"695.4",8.7727,"5"
"2991","Osborne County, KS",20141,136,12450,1092.4,"717.5",8.7743,"5"
"2992","Chattahoochee County, GA",13053,68,8803,772.5,"912.6",8.7754,"5"
"2993","Sheridan County, ND",38083,21,4888,429.6,"313.6",8.7889,"5"
"2994","Grant County, ND",38037,64,8510,752.1,"564.4",8.8378,"5"
"2995","Emporia city, VA",51595,186,14460,1286.3,"1072.6",8.8956,"5"
"2996","Fallon County, MT",30025,59,8140,724.8,"613.9",8.9042,"5"
"2997","Coal County, OK",40029,234,16126,1451.1,"1268.9",8.9985,"5"
"2998","Gilliam County, OR",41021,38,6477,586.7,"464.2",9.0582,"5"
"2999","Quitman County, GA",13239,57,7932,718.6,"684.2",9.0595,"5"
"3000","Traverse County, MN",27155,115,11253,1021.9,"632.5",9.0811,"5"
"3001","Woodson County, KS",20207,100,10442,957.7,"733.5",9.1716,"5"
"3002","Wayne County, UT",49055,47,7155,656.9,"642.7",9.181,"5"
"3003","Stanton County, KS",20187,25,5218,479.1,"381.8",9.1817,"5"
"3004","Divide County, ND",38023,51,7448,684.7,"466",9.1931,"5"
"3005","Corson County, SD",46031,63,8235,765,"843.3",9.2896,"5"
"3006","Hettinger County, ND",38041,62,8184,757.6,"518.9",9.2571,"5"
"3007","Sanborn County, SD",46111,48,7199,666.8,"532.9",9.2624,"5"
"3008","Upton County, TX",48461,61,8082,754.8,"747.6",9.3393,"5"
"3009","Sherman County, TX",48421,47,7098,662.2,"641.3",9.3294,"5"
"3010","Cheyenne County, KS",20023,75,8954,837.6,"526.2",9.3545,"5"
"3011","Trego County, KS",20195,95,10067,943.7,"718.4",9.3742,"5"
"3012","Douglas County, SD",46043,87,9601,906.2,"532.4",9.4386,"5"
"3013","Graham County, KS",20065,73,8765,832.9,"664.1",9.5026,"5"
"3014","Edwards County, KS",20047,77,8954,860,"719.3",9.6046,"5"
"3015","Knox County, TX",48275,102,10298,990.5,"714.3",9.6184,"5"
"3016","Pawnee County, NE",31133,79,9055,872.4,"575.3",9.6345,"5"
"3017","Irion County, TX",48235,21,4668,449.9,"487.3",9.638,"5"
"3018","Greeley County, NE",31077,59,7748,761.5,"542.5",9.8283,"5"
"3019","Sheridan County, KS",20179,62,7975,777.4,"576.3",9.748,"5"
"3020","Harper County, OK",40059,101,10078,1002.2,"829.8",9.9444,"5"
